Sentence#,Word,Tag
17,27th,STREET_NAME
17,Ave,STREET_NAME
17,NE,STREET_NAME
17,Ste,SUITE_NO
17,107,SUITE_NO
18,8800,HOUSE_NO
18,Whittier,STREET_NAME
18,Blvd,STREET_NAME
18,#,SUITE_NO
18,T1425,SUITE_NO
19,200,HOUSE_NO
19,Stein,STREET_NAME
19,Plz,STREET_NAME
19,Rm,SUITE_NO
19,3-310,SUITE_NO
20,1826,HOUSE_NO
20,Martin,STREET_NAME
20,Luther,STREET_NAME
20,King,STREET_NAME
20,Jr,STREET_NAME
20,Blvd,STREET_NAME
20,Ste,SUITE_NO
20,J,SUITE_NO
21,7710,HOUSE_NO
21,N,STREET_NAME
21,FM,STREET_NAME
21,620,STREET_NAME
21,RD,STREET_NAME
21,BLDG,SUITE_NO
21,2,SUITE_NO
22,240,HOUSE_NO
22,CHAPEL,STREET_NAME
22,PL,STREET_NAME
22,#,SUITE_NO
22,B129,SUITE_NO
23,BLDG,SUITE_NO
23,1260,SUITE_NO
24,BLDG,SUITE_NO
24,455,SUITE_NO
25,2311,HOUSE_NO
25,S,STREET_NAME
25,CASINO,STREET_NAME
25,DR,STREET_NAME
25,STE,SUITE_NO
25,G-1,SUITE_NO
26,131,HOUSE_NO
26,COLONIE,STREET_NAME
26,CTR,STREET_NAME
26,#,SUITE_NO
26,FC-5,SUITE_NO
27,BLDG,SUITE_NO
27,9,SUITE_NO
28,Bldg,SUITE_NO
28,1164,SUITE_NO
28,36th,STREET_NAME
28,Avenue,STREET_NAME
29,BLDG,SUITE_NO
29,026,SUITE_NO
30,RM,SUITE_NO
30,WA-17,SUITE_NO
31,1670,HOUSE_NO
31,E,STREET_NAME
31,NINE,STREET_NAME
31,MILE,STREET_NAME
31,RD,STREET_NAME
31,STE,SUITE_NO
31,A,SUITE_NO
32,1750,HOUSE_NO
32,DEPTFORD,STREET_NAME
32,CENTER,STREET_NAME
32,RD,STREET_NAME
32,#,SUITE_NO
32,F17,SUITE_NO
33,9500,HOUSE_NO
33,SE,STREET_NAME
33,82ND,STREET_NAME
33,AVE,STREET_NAME
33,#,SUITE_NO
33,A,SUITE_NO
34,BLDG,SUITE_NO
34,4D744,SUITE_NO
35,605,HOUSE_NO
35,3RD,STREET_NAME
35,AVE,STREET_NAME
35,FRNT,SUITE_NO
35,1,SUITE_NO
36,BLDG,SUITE_NO
36,965,SUITE_NO
37,158,HOUSE_NO
37,GREAT,STREET_NAME
37,RD,STREET_NAME
37,UNIT,SUITE_NO
37,G,SUITE_NO
38,11721,HOUSE_NO
38,RETAIL,STREET_NAME
38,DR,STREET_NAME
38,STE,SUITE_NO
38,101,SUITE_NO
39,3201,HOUSE_NO
39,AIRPORT,STREET_NAME
39,BLVD,STREET_NAME
39,#,SUITE_NO
39,A10,SUITE_NO
40,9114,HOUSE_NO
40,STRADA,STREET_NAME
40,PL,STREET_NAME
40,STE,SUITE_NO
40,12105,SUITE_NO
41,3805,HOUSE_NO
41,CANTON,STREET_NAME
41,PL,STREET_NAME
41,NW,STREET_NAME
41,STE,SUITE_NO
41,600,SUITE_NO
42,100,HOUSE_NO
42,HUNTINGTON,STREET_NAME
42,AVE,STREET_NAME
42,STE,SUITE_NO
42,54,SUITE_NO
43,616,HOUSE_NO
43,NE,STREET_NAME
43,81ST,STREET_NAME
43,ST,STREET_NAME
43,STE,SUITE_NO
43,109,SUITE_NO
44,3375,HOUSE_NO
44,PINE,STREET_NAME
44,RIDGE,STREET_NAME
44,RD,STREET_NAME
44,UNIT,SUITE_NO
44,101,SUITE_NO
45,5884,HOUSE_NO
45,A,STREET_NAME
45,ST,STREET_NAME
45,BLDG,SUITE_NO
45,2,SUITE_NO
46,Fbi,STREET_NAME
46,Academy,STREET_NAME
46,Bldg,SUITE_NO
46,9,SUITE_NO
47,810,HOUSE_NO
47,KOKOMO,STREET_NAME
47,RD,STREET_NAME
47,STE,SUITE_NO
47,112,SUITE_NO
48,Building,SUITE_NO
48,834,SUITE_NO
48,6th,STREET_NAME
48,Street,STREET_NAME
49,REILLY,STREET_NAME
49,RD,STREET_NAME
49,BLDG,SUITE_NO
49,4-2817,SUITE_NO
50,374,HOUSE_NO
50,E,STREET_NAME
50,H,STREET_NAME
50,STE,SUITE_NO
50,1701,SUITE_NO
51,10250,HOUSE_NO
51,SANTA,STREET_NAME
51,MONICA,STREET_NAME
51,BLVD,STREET_NAME
51,STE,SUITE_NO
51,200A,SUITE_NO
52,RM,SUITE_NO
52,1355,SUITE_NO
53,RM,SUITE_NO
53,138,SUITE_NO
54,BLDG,SUITE_NO
54,3581,SUITE_NO
55,Heisterbergallee,STREET_NAME
55,10A,HOUSE_NO
56,Via,STREET_NAME
56,Dei,STREET_NAME
56,Villini,STREET_NAME
56,4,HOUSE_NO
57,Marconiweg,STREET_NAME
57,5,HOUSE_NO
58,11,HOUSE_NO
58,Hughes,STREET_NAME
58,Cres,STREET_NAME
59,Kostromska,STREET_NAME
59,39,HOUSE_NO
60,Notstraat,STREET_NAME
60,26,HOUSE_NO
61,Oudeheerweg,STREET_NAME
61,3,HOUSE_NO
62,Avenida,STREET_NAME
62,Paulo,STREET_NAME
62,Ayres,STREET_NAME
62,40,HOUSE_NO
63,13,HOUSE_NO
63,Mitcham,STREET_NAME
64,KapellenstraÃŸe,STREET_NAME
64,30,HOUSE_NO
65,Farmannsveien,STREET_NAME
65,28,HOUSE_NO
66,KrÃ¶peliner,STREET_NAME
66,StraÃŸe,STREET_NAME
66,25,HOUSE_NO
67,Bruna,STREET_NAME
67,StrÃ¥ket,STREET_NAME
67,16,HOUSE_NO
68,1,HOUSE_NO
68,Souter,STREET_NAME
68,Place,STREET_NAME
69,VollhÃ¶fner,STREET_NAME
69,Weiden,STREET_NAME
69,16,HOUSE_NO
70,Carrer,STREET_NAME
70,Del,STREET_NAME
70,Doctor,STREET_NAME
70,Aiguader,STREET_NAME
70,1,HOUSE_NO
71,2,HOUSE_NO
71,Millburn,STREET_NAME
71,Road,STREET_NAME
72,LilienmattstraÃŸe,STREET_NAME
72,5,HOUSE_NO
73,Hoyerswerdaer,STREET_NAME
73,StraÃŸe,STREET_NAME
73,43B,HOUSE_NO
74,Avenida,STREET_NAME
74,Assis,STREET_NAME
74,Brasil,STREET_NAME
74,2611,HOUSE_NO
75,Feiertagweg,STREET_NAME
75,9,HOUSE_NO
76,2,HOUSE_NO
76,Rue,STREET_NAME
76,Megevand,STREET_NAME
77,KapellenstraÃŸe,STREET_NAME
77,41,HOUSE_NO
78,Adolf,STREET_NAME
78,Greinerstraat,STREET_NAME
78,14,HOUSE_NO
79,Rue,STREET_NAME
79,L'Industrie,STREET_NAME
79,22,HOUSE_NO
80,2,HOUSE_NO
80,Grande,STREET_NAME
80,Rue,STREET_NAME
81,Drammensveien,STREET_NAME
81,165,HOUSE_NO
82,Avenue,STREET_NAME
82,Des,STREET_NAME
82,Muguets,STREET_NAME
82,16,HOUSE_NO
83,Bernadettestraat,STREET_NAME
83,9,HOUSE_NO
84,Saint,STREET_NAME
84,Maur,STREET_NAME
84,platz,STREET_NAME
84,1,HOUSE_NO
85,Pastor,STREET_NAME
85,Block,STREET_NAME
85,weg,STREET_NAME
85,10,HOUSE_NO
86,Juri,STREET_NAME
86,Gagarin,STREET_NAME
86,ring,STREET_NAME
86,5,HOUSE_NO
87,12a,HOUSE_NO
87,Glebeland,STREET_NAME
87,Street,STREET_NAME
88,Via,STREET_NAME
88,Federico,STREET_NAME
88,Ozanam,STREET_NAME
88,8,HOUSE_NO
89,Dortheavej,STREET_NAME
89,12,HOUSE_NO
90,Gamle,HOUSE_NO
90,Dalsveg,HOUSE_NO
90,175,STREET_NAME
91,8,HOUSE_NO
91,Jalan,STREET_NAME
91,Batai,STREET_NAME
92,1,HOUSE_NO
92,Harbour,STREET_NAME
92,Road,STREET_NAME
93,Am,STREET_NAME
93,Kronberger,STREET_NAME
93,Hang,STREET_NAME
93,8,HOUSE_NO
94,Wiejkowo,STREET_NAME
94,15,HOUSE_NO
95,Amstellandlaan,STREET_NAME
95,16,HOUSE_NO
96,Franz,STREET_NAME
96,Rennefeld,STREET_NAME
96,weg,STREET_NAME
96,4,HOUSE_NO
97,6,HOUSE_NO
97,Dantzic,STREET_NAME
97,Street,STREET_NAME
98,Bommelstraat,STREET_NAME
98,24,HOUSE_NO
99,Curslacker,STREET_NAME
99,Heerweg,STREET_NAME
99,2,HOUSE_NO
100,11,HOUSE_NO
100,Rue,STREET_NAME
100,Saint,STREET_NAME
100,Jean,STREET_NAME
101,Kolejowa,STREET_NAME
101,7,HOUSE_NO
102,Mariacka,STREET_NAME
102,1,HOUSE_NO
103,Avenue,STREET_NAME
103,Reine,STREET_NAME
103,Astrid,STREET_NAME
103,85,HOUSE_NO
104,Predigergasse,STREET_NAME
104,12,HOUSE_NO
105,22,HOUSE_NO
105,Wellington,STREET_NAME
105,Quay,STREET_NAME
106,Holmbladsgade,STREET_NAME
106,86,HOUSE_NO
107,Meulebekestraat,STREET_NAME
107,57,HOUSE_NO
108,Via,STREET_NAME
108,Emilia,STREET_NAME
108,17,HOUSE_NO
109,LindenstraÃŸe,STREET_NAME
109,51,HOUSE_NO
110,10,HOUSE_NO
110,Shah,STREET_NAME
110,Alam,STREET_NAME
111,6,HOUSE_NO
111,Rue,STREET_NAME
111,Du,STREET_NAME
111,Champ,STREET_NAME
111,De,STREET_NAME
111,Foire,STREET_NAME
112,Hoekstraat,STREET_NAME
112,14,HOUSE_NO
113,Mariborska,STREET_NAME
113,Cesta,STREET_NAME
113,40,HOUSE_NO
114,Via,STREET_NAME
114,Ladino,STREET_NAME
114,26,HOUSE_NO
115,Thorsgade,STREET_NAME
115,25,HOUSE_NO
116,1,HOUSE_NO
116,Boulevard,STREET_NAME
116,Bansard,STREET_NAME
116,Des,STREET_NAME
116,Bois,STREET_NAME
117,19,SUITE_NO
117,1580,HOUSE_NO
117,Merivale,STREET_NAME
117,Rd,STREET_NAME
118,0,SUITE_NO
118,1208,HOUSE_NO
118,17,STREET_NAME
118,Ave,STREET_NAME
118,SW,STREET_NAME
119,1,SUITE_NO
119,24,HOUSE_NO
119,Iber,STREET_NAME
119,Rd,STREET_NAME
120,9,SUITE_NO
120,672,HOUSE_NO
120,Sherwood,STREET_NAME
120,Road,STREET_NAME
121,43,SUITE_NO
121,3900,HOUSE_NO
121,Eglinton,STREET_NAME
121,Ave,STREET_NAME
121,W,STREET_NAME
122,0,SUITE_NO
122,107,HOUSE_NO
122,Dundas,STREET_NAME
122,St,STREET_NAME
122,E,STREET_NAME
123,120,SUITE_NO
123,6200,HOUSE_NO
123,Mckay,STREET_NAME
123,Ave,STREET_NAME
124,0,SUITE_NO
124,344,HOUSE_NO
124,Glendale,STREET_NAME
124,Ave,STREET_NAME
125,100,SUITE_NO
125,27,HOUSE_NO
125,Allstate,STREET_NAME
125,Pky,STREET_NAME
126,7,SUITE_NO
126,9,HOUSE_NO
126,Karaka,STREET_NAME
126,Street,STREET_NAME
127,102,SUITE_NO
127,1581,HOUSE_NO
127,Hillside,STREET_NAME
127,Ave,STREET_NAME
128,0200,SUITE_NO
128,9,HOUSE_NO
128,Kinlock,STREET_NAME
128,Rd,STREET_NAME
129,1,SUITE_NO
129,37,HOUSE_NO
129,Harry,STREET_NAME
129,Walker,STREET_NAME
129,Pky,STREET_NAME
129,S,STREET_NAME
130,4,SUITE_NO
130,97,HOUSE_NO
130,99,HOUSE_NO
130,Kedron,STREET_NAME
130,Brook,STREET_NAME
130,Road,STREET_NAME
131,1001,SUITE_NO
131,86,HOUSE_NO
131,West,STREET_NAME
131,Pender,STREET_NAME
131,St,STREET_NAME
132,11O,SUITE_NO
132,14800,HOUSE_NO
132,Yonge,STREET_NAME
132,St,STREET_NAME
133,8,SUITE_NO
133,12,HOUSE_NO
133,Distribution,STREET_NAME
133,Court,STREET_NAME
134,0,SUITE_NO
134,513,HOUSE_NO
134,Division,STREET_NAME
134,St,STREET_NAME
135,300,SUITE_NO
135,2021,HOUSE_NO
135,Lougheed,STREET_NAME
135,Highway,STREET_NAME
136,8,SUITE_NO
136,8,HOUSE_NO
136,10,HOUSE_NO
136,The,STREET_NAME
136,Crescent,STREET_NAME
137,B3,SUITE_NO
137,250,HOUSE_NO
137,318,HOUSE_NO
137,Parramatta,STREET_NAME
137,Road,STREET_NAME
138,180,SUITE_NO
138,3775,HOUSE_NO
138,202,STREET_NAME
138,Ave,STREET_NAME
138,SE,STREET_NAME
139,41,SUITE_NO
139,42,HOUSE_NO
139,Goulburn,STREET_NAME
139,Street,STREET_NAME
140,9,SUITE_NO
140,48,HOUSE_NO
140,Lismore,STREET_NAME
140,Street,STREET_NAME
141,0,SUITE_NO
141,15930,HOUSE_NO
141,Old,STREET_NAME
141,Simcoe,STREET_NAME
141,Rd,STREET_NAME
142,D,SUITE_NO
142,139,HOUSE_NO
142,Gibson,STREET_NAME
142,Bend,STREET_NAME
143,D10,SUITE_NO
143,3100,HOUSE_NO
143,Howard,STREET_NAME
143,Ave,STREET_NAME
144,1,SUITE_NO
144,9,HOUSE_NO
144,Southeast,STREET_NAME
144,Boulevard,STREET_NAME
145,0,SUITE_NO
145,511,HOUSE_NO
145,Maple,STREET_NAME
145,Grove,STREET_NAME
145,Dr,STREET_NAME
146,0,SUITE_NO
146,4196,HOUSE_NO
146,Dawson,STREET_NAME
146,St,STREET_NAME
147,379,SUITE_NO
147,1450,HOUSE_NO
147,Hillside,STREET_NAME
147,Ave,STREET_NAME
148,20,HOUSE_NO
148,Route,STREET_NAME
148,De,STREET_NAME
148,Saint,STREET_NAME
148,Vulbas,STREET_NAME
149,2,SUITE_NO
149,245,HOUSE_NO
149,Barrington,STREET_NAME
149,Street,STREET_NAME
150,124,SUITE_NO
150,585,HOUSE_NO
150,High,STREET_NAME
150,Street,STREET_NAME
151,ChaussÃ©e,STREET_NAME
151,De,STREET_NAME
151,Tongresroad,STREET_NAME
151,269,HOUSE_NO
151,Flat,SUITE_NO
151,10,SUITE_NO
152,Stationsstraat,STREET_NAME
152,170,STREET_NAME
152,Flat,SUITE_NO
152,14,SUITE_NO
153,Calle,STREET_NAME
153,Ochabska,STREET_NAME
153,Road,STREET_NAME
153,133,STREET_NAME
153,Flat,SUITE_NO
153,1,SUITE_NO
154,140,HOUSE_NO
154,Bath,STREET_NAME
154,Row,STREET_NAME
154,Apartment,SUITE_NO
154,2,SUITE_NO
155,206,HOUSE_NO
155,Regents,STREET_NAME
155,Park,STREET_NAME
155,Road,STREET_NAME
155,Apartment,SUITE_NO
155,1,SUITE_NO
157,4,HOUSE_NO
157,Mastmaker,STREET_NAME
157,Road,STREET_NAME
157,Apartment,STREET_NAME
157,1302,SUITE_NO
158,75,HOUSE_NO
158,St.,STREET_NAME
158,Georges,STREET_NAME
158,Close,STREET_NAME
158,Apartment,SUITE_NO
158,1001,SUITE_NO
159,29,HOUSE_NO
159,Zetland,STREET_NAME
159,Street,STREET_NAME
159,Apartment,SUITE_NO
159,1,SUITE_NO
160,165,HOUSE_NO
160,Granville,STREET_NAME
160,Street,STREET_NAME
160,Apartment,STREET_NAME
160,1,SUITE_NO
161,6,HOUSE_NO
161,St.,STREET_NAME
161,Pauls,STREET_NAME
161,Parade,STREET_NAME
161,Apartment,SUITE_NO
161,1,SUITE_NO
162,Auf,STREET_NAME
162,Der,STREET_NAME
162,Alten,STREET_NAME
162,Bahn,STREET_NAME
162,10,HOUSE_NO
163,Zum,STREET_NAME
163,Heim,STREET_NAME
163,3A,HOUSE_NO
164,Ahmet,STREET_NAME
164,Gazi,STREET_NAME
164,Ayhan,STREET_NAME
164,Bulvari,STREET_NAME
164,76,HOUSE_NO
165,39,HOUSE_NO
165,Jalan,STREET_NAME
165,Seroja,STREET_NAME
165,39,SUITE_NO
166,7,HOUSE_NO
166,Jalan,STREET_NAME
166,Elektron,STREET_NAME
166,U16,SUITE_NO
166,96c,SUITE_NO
167,33,HOUSE_NO
167,Avenue,STREET_NAME
167,Des,STREET_NAME
167,Terres,STREET_NAME
167,Saint,STREET_NAME
167,Jean,STREET_NAME
168,Rua,STREET_NAME
168,De,STREET_NAME
168,Pequim,STREET_NAME
168,112A,HOUSE_NO
168,136,HOUSE_NO
169,Rua,STREET_NAME
169,De,STREET_NAME
169,Pequim,STREET_NAME
169,112A,HOUSE_NO
170,Rua,STREET_NAME
170,Graciosa,STREET_NAME
170,37,HOUSE_NO
170,53,HOUSE_NO
171,Rua,STREET_NAME
171,De,STREET_NAME
171,Pequim,STREET_NAME
171,A,HOUSE_NO
171,136,HOUSE_NO
172,RuaDe,STREET_NAME
172,Pequim,STREET_NAME
172,170,HOUSE_NO
172,192,HOUSE_NO
173,9,HOUSE_NO
173,Route,STREET_NAME
173,De,STREET_NAME
173,Vierzon,STREET_NAME
173,18,SUITE_NO
174,20,HOUSE_NO
174,Route,STREET_NAME
174,De,STREET_NAME
174,Saint,STREET_NAME
174,Vulbas,STREET_NAME
174,1,SUITE_NO
175,6,HOUSE_NO
175,Rue,STREET_NAME
175,De,STREET_NAME
175,Sampans,STREET_NAME
175,39,SUITE_NO
176,3,HOUSE_NO
176,Avenue,STREET_NAME
176,De,STREET_NAME
176,Bresse,STREET_NAME
176,1,SUITE_NO
177,26,HOUSE_NO
177,Avenue,STREET_NAME
177,De,STREET_NAME
177,Saint,STREET_NAME
177,Claude,STREET_NAME
177,39,SUITE_NO
178,4,HOUSE_NO
178,Route,STREET_NAME
178,DAmange,STREET_NAME
178,39,SUITE_NO
179,2,HOUSE_NO
179,Chemin,STREET_NAME
179,Du,STREET_NAME
179,Prei,STREET_NAME
179,25,SUITE_NO
180,11,HOUSE_NO
180,Arpent,STREET_NAME
180,1,SUITE_NO
181,162,HOUSE_NO
181,Route,STREET_NAME
181,De,STREET_NAME
181,MÃ¢con,STREET_NAME
181,71,SUITE_NO
182,23,HOUSE_NO
182,Rue,STREET_NAME
182,DArcueil,STREET_NAME
182,88,SUITE_NO
183,934,HOUSE_NO
183,Route,STREET_NAME
183,De,STREET_NAME
183,Bernay,STREET_NAME
183,27,SUITE_NO
184,33,HOUSE_NO
184,Rue,STREET_NAME
184,De,STREET_NAME
184,DÃle,STREET_NAME
184,39,SUITE_NO
185,18,HOUSE_NO
185,Route,STREET_NAME
185,De,STREET_NAME
185,Messigny,STREET_NAME
185,21,SUITE_NO
186,1,HOUSE_NO
186,Route,STREET_NAME
186,De,STREET_NAME
186,Mortain,STREET_NAME
186,50,SUITE_NO
187,3,HOUSE_NO
187,Route,STREET_NAME
187,De,STREET_NAME
187,Cluny,STREET_NAME
187,71,SUITE_NO
188,6,HOUSE_NO
188,AllÃ©e,STREET_NAME
188,DArvert,STREET_NAME
188,17,SUITE_NO
189,1440,HOUSE_NO
189,14TH,STREET_NAME
189,AVE,STREET_NAME
190,1-46,SUITE_NO
190,ADARE,STREET_NAME
190,VILLAS,STREET_NAME
191,12A,HOUSE_NO
191,WEST,STREET_NAME
191,STREET,STREET_NAME
